QGC WPL 110											
0	1	0	16	0	0	0	0	48.565859	-123.391143	19.88	1
1	0	3	84	0	0	0	0	0	0	12	1
2	0	3	16	180	0	0	0	48.56639859	-123.3898219	97.21111048	1
3	0	3	16	180	0	0	0	48.566379	-123.3896205	85.17627394	1
4	0	3	16	180	0	0	0	48.56630597	-123.3894324	74.12179024	1
5	0	3	16	180	0	0	0	48.56618545	-123.3892753	65.34562757	1
6	0	3	16	180	0	0	0	48.5660284	-123.389164	59.94876317	1
7	0	3	16	180	0	0	0	48.56584983	-123.3891094	58.71670736	1
8	0	3	16	180	0	0	0	48.56566734	-123.3891166	62.03033426	1
9	0	3	16	180	0	0	0	48.56549943	-123.3891845	69.81599501	1
10	0	3	16	180	0	0	0	48.56536359	-123.389306	81.54107868	1
11	0	3	16	180	0	0	0	48.56527448	-123.3894681	96.25664174	1
12	0	3	16	180	0	0	0	48.56524238	-123.3896535	112.6839035	1
13	0	3	16	180	0	0	0	48.565272	-123.3898419	129.3367952	1
14	0	3	16	180	0	0	0	48.5653619	-123.3900124	144.6688396	1
15	0	3	16	180	0	0	0	48.56550441	-123.3901452	157.2298451	1
16	0	3	16	180	0	0	0	48.56568636	-123.3902241	165.816541	1
17	0	3	16	180	0	0	0	48.5658902	-123.3902376	169.6015305	1
18	0	3	16	180	0	0	0	48.56609574	-123.3901811	168.2268062	1
19	0	3	16	180	0	0	0	48.56628215	-123.3900566	161.8514012	1
20	0	3	16	180	0	0	0	48.56643005	-123.3898732	151.1472301	1
21	0	3	16	180	0	0	0	48.56652354	-123.3896464	137.2423645	1
22	0	3	16	180	0	0	0	48.56655328	-123.3894432	125.0786051	1
23	0	3	16	180	0	0	0	48.56652596	-123.3891902	109.2487018	1
24	0	3	16	180	0	0	0	48.56643054	-123.3889557	94.77811822	1
25	0	3	16	180	0	0	0	48.56627518	-123.3887619	83.30594664	1
26	0	3	16	180	0	0	0	48.56607433	-123.3886275	76.20238175	1
27	0	3	16	180	0	0	0	48.56584737	-123.3885654	74.42336113	1
28	0	3	16	180	0	0	0	48.56561675	-123.3885817	78.40437761	1
29	0	3	16	180	0	0	0	48.56540575	-123.3886743	88.0051383	1
30	0	3	16	180	0	0	0	48.56523618	-123.3888335	102.5117804	1
31	0	3	16	180	0	0	0	48.56512606	-123.3890428	120.6976003	1
32	0	3	16	180	0	0	0	48.56508777	-123.38928	140.937285	1
33	0	3	16	180	0	0	0	48.56512665	-123.3895197	161.3640659	1
34	0	3	16	180	0	0	0	48.56524031	-123.3897359	180.0546136	1
35	0	3	16	180	0	0	0	48.56541873	-123.3899041	195.2233638	1
36	0	3	16	180	0	0	0	48.56564514	-123.3900046	205.4066423	1
37	0	3	16	180	0	0	0	48.56589756	-123.390024	209.6176211	1
38	0	3	16	180	0	0	0	48.56615094	-123.3899567	207.4557545	1
39	0	3	16	180	0	0	0	48.56637969	-123.3898061	199.1586777	1
40	0	3	16	180	0	0	0	48.56656018	-123.3895839	185.5901994	1
41	0	3	16	180	0	0	0	48.56667327	-123.3893092	168.1644143	1
42	0	3	16	180	0	0	0	48.56670796	-123.3890645	152.9460998	1
43	0	3	16	180	0	0	0	48.56667292	-123.3887599	133.3211297	1
44	0	3	16	180	0	0	0	48.5665551	-123.388479	115.4344462	1
45	0	3	16	180	0	0	0	48.56636491	-123.3882485	101.2662657	1
46	0	3	16	180	0	0	0	48.56612026	-123.3880909	92.45600032	1
47	0	3	16	180	0	0	0	48.56584492	-123.3880215	90.13001491	1
48	0	3	16	180	0	0	0	48.56556615	-123.3880468	94.77842097	1
49	0	3	16	180	0	0	0	48.56531207	-123.388164	106.1942816	1
50	0	3	16	180	0	0	0	48.56510876	-123.3883611	123.4824822	1
51	0	3	16	180	0	0	0	48.56497764	-123.3886175	145.1385588	1
52	0	3	16	180	0	0	0	48.56493316	-123.3889065	169.1906666	1
53	0	3	16	180	0	0	0	48.56498129	-123.3891975	193.3913367	1
54	0	3	16	180	0	0	0	48.56511872	-123.3894593	215.4403877	1
55	0	3	16	180	0	0	0	48.56533305	-123.389663	233.2168825	1
56	0	3	16	180	0	0	0	48.56560392	-123.3897852	244.9967436	1
57	0	3	16	180	0	0	0	48.56590492	-123.3898104	249.6337117	1
58	0	3	16	180	0	0	0	48.56620615	-123.3897324	246.6847027	1
59	0	3	16	180	0	0	0	48.56647722	-123.3895557	236.4659542	1
60	0	3	16	180	0	0	0	48.56669031	-123.3892945	220.0331686	1
61	0	3	16	180	0	0	0	48.56682299	-123.388972	199.0864642	1
62	0	3	16	180	0	0	0	48.5668611	-123.3886896	180.5349195	1
63	0	3	16	180	0	0	0	48.56681854	-123.3883336	157.173303	1
64	0	3	16	180	0	0	0	48.56667863	-123.3880062	135.9193407	1
65	0	3	16	180	0	0	0	48.56645396	-123.387739	119.0927987	1
66	0	3	16	180	0	0	0	48.56616589	-123.3875579	108.6023671	1
67	0	3	16	180	0	0	0	48.56584248	-123.3874806	105.7463821	1
68	0	3	16	180	0	0	0	48.56551581	-123.3875145	111.0722649	1
69	0	3	16	180	0	0	0	48.56521877	-123.3876559	124.3098022	1
70	0	3	16	180	0	0	0	48.56498176	-123.3878902	144.3861348	1
71	0	3	16	180	0	0	0	48.56482957	-123.3881933	169.5221559	1
72	0	3	16	180	0	0	0	48.56478036	-123.3884642	191.7300165	1
73	0	3	16	180	0	0	0	48.5648753	-123.3889416	207.4116201	1
74	0	3	16	180	0	0	0	48.56505899	-123.3893536	218.2849614	1
75	0	3	16	180	0	0	0	48.56530347	-123.3896771	222.6531244	1
76	0	3	16	180	0	0	0	48.56557663	-123.389901	219.6865595	1
77	0	3	16	180	0	0	0	48.56584616	-123.3900261	209.4482656	1
